datetime,value
2016-01-01 00:00:00,0.14096546486886125
2016-01-01 05:00:00,-0.014608552919330164
2016-01-01 10:00:00,0.3251994096055367
2016-01-01 15:00:00,0.5043114523498439
2016-01-01 20:00:00,0.5454176835185582
2016-01-02 01:00:00,0.6748429033171507
2016-01-02 06:00:00,0.9009844090314146
2016-01-02 11:00:00,0.9377782743222125
2016-01-02 16:00:00,0.9958230959048329
2016-01-02 21:00:00,1.1754197297101836
2016-01-03 02:00:00,1.3062305353678594
2016-01-03 07:00:00,1.3902858962207263
2016-01-03 12:00:00,1.6419198158124433
2016-01-03 17:00:00,1.5159151999368765
2016-01-03 22:00:00,1.672300921643128
2016-01-04 03:00:00,1.7556016407160504
2016-01-04 08:00:00,1.8712463251141205
2016-01-04 13:00:00,1.6110544736265817
2016-01-04 18:00:00,1.9665691276012132
2016-01-04 23:00:00,1.7862960240384813
2016-01-05 04:00:00,1.6764007186355416
2016-01-05 09:00:00,2.0271913222330404
2016-01-05 14:00:00,1.9323070371482678
2016-01-05 19:00:00,1.9232387608395891
2016-01-06 00:00:00,2.022147652574114
2016-01-06 05:00:00,1.4625771318746044
2016-01-06 10:00:00,1.8216426197174378
2016-01-06 15:00:00,1.804411150088142
2016-01-06 20:00:00,1.7602934669681636
2016-01-07 01:00:00,1.7281791747093498
2016-01-07 06:00:00,1.7200423412119665
2016-01-07 11:00:00,1.7480724154025906
2016-01-07 16:00:00,1.4864717609981961
2016-01-07 21:00:00,1.5681987974766123
2016-01-08 02:00:00,1.5945397634526868
2016-01-08 07:00:00,1.6886831566324683
2016-01-08 12:00:00,1.7217640837903632
2016-01-08 17:00:00,1.4524833513530422
2016-01-08 22:00:00,1.4266022086189307
2016-01-09 03:00:00,1.343092222058088
2016-01-09 08:00:00,1.4976433036831116
2016-01-09 13:00:00,1.5144577496558056
2016-01-09 18:00:00,1.6436607043493687
2016-01-09 23:00:00,1.6746313094426357
2016-01-10 04:00:00,1.9151506065922292
2016-01-10 09:00:00,1.920273830536192
2016-01-10 14:00:00,1.9155497204676222
2016-01-10 19:00:00,2.1836647481925384
2016-01-11 00:00:00,2.169198239519124
2016-01-11 05:00:00,2.275564921353935
2016-01-11 10:00:00,2.358620136585204
2016-01-11 15:00:00,2.495049984356239
2016-01-11 20:00:00,2.798923334468116
2016-01-12 01:00:00,2.7662513306413246
2016-01-12 06:00:00,2.9489403087223254
2016-01-12 11:00:00,3.164656505465453
2016-01-12 16:00:00,3.207248386983226
2016-01-12 21:00:00,3.418678129715805
2016-01-13 02:00:00,3.319757358819861
2016-01-13 07:00:00,3.4545667902056407
2016-01-13 12:00:00,3.391173871545451
2016-01-13 17:00:00,3.6699207566293675
2016-01-13 22:00:00,3.5893806829932653
2016-01-14 03:00:00,3.795635554695307
2016-01-14 08:00:00,3.79803757715789
2016-01-14 13:00:00,3.7036311309703995
2016-01-14 18:00:00,3.7772914072876578
2016-01-14 23:00:00,3.6963943627845164
2016-01-15 04:00:00,3.6555878184778403
2016-01-15 09:00:00,3.7025839070634023
2016-01-15 14:00:00,3.6883520866413577
2016-01-15 19:00:00,3.5782741914994753
2016-01-16 00:00:00,3.375189857750482
2016-01-16 05:00:00,3.431100039312861
2016-01-16 10:00:00,3.119082827235822
2016-01-16 15:00:00,2.9926385889960465
2016-01-16 20:00:00,3.0373561399335403
2016-01-17 01:00:00,2.720083748837887
2016-01-17 06:00:00,2.6448902245135653
2016-01-17 11:00:00,2.5833374575056918
2016-01-17 16:00:00,2.1702627607365077
2016-01-17 21:00:00,2.129776796353862
2016-01-18 02:00:00,1.8608867926909538
2016-01-18 07:00:00,1.7232083722633327
2016-01-18 12:00:00,1.2919169732941342
2016-01-18 17:00:00,1.3581861195991454
2016-01-18 22:00:00,1.3962146563503532
2016-01-19 03:00:00,1.0788581745705557
2016-01-19 08:00:00,0.8206383288908005
2016-01-19 13:00:00,0.5464591475854281
2016-01-19 18:00:00,0.6499759562766585
2016-01-19 23:00:00,0.2955192360768997
2016-01-20 04:00:00,-0.03169566564930559
2016-01-20 09:00:00,0.09641212697691609
2016-01-20 14:00:00,0.00012675297366926408
2016-01-20 19:00:00,-0.1914716483752647
2016-01-21 00:00:00,-0.33903376411229386
2016-01-21 05:00:00,-0.3478207237563435
2016-01-21 10:00:00,-0.38859844132651544
2016-01-21 15:00:00,-0.41121714688571365
2016-01-21 20:00:00,-0.47953526941526736
2016-01-22 01:00:00,-0.423632475337978
2016-01-22 06:00:00,-0.3863404245901593
2016-01-22 11:00:00,-0.33133016495923967
2016-01-22 16:00:00,-0.2484610683094769
2016-01-22 21:00:00,-0.352092197259008
2016-01-23 02:00:00,-0.29253712746741906
2016-01-23 07:00:00,-0.19144014594034522
2016-01-23 12:00:00,-0.15150663218055876
2016-01-23 17:00:00,-0.34591683495847186
2016-01-23 22:00:00,-0.05848140795514392
2016-01-24 03:00:00,0.06623787484784449
2016-01-24 08:00:00,0.19759826240662437
2016-01-24 13:00:00,0.3727739704601778
2016-01-24 18:00:00,0.15951618547774582
2016-01-24 23:00:00,0.4331382656513253
2016-01-25 04:00:00,0.7565057232786757
2016-01-25 09:00:00,0.48608744437005014
2016-01-25 14:00:00,0.6958276334994407
2016-01-25 19:00:00,0.8025300585489638
2016-01-26 00:00:00,0.8496294719748745
2016-01-26 05:00:00,0.8767625625074855
2016-01-26 10:00:00,0.9008660016636472
2016-01-26 15:00:00,1.009723696579255
2016-01-26 20:00:00,0.8976591817850901
2016-01-27 01:00:00,1.0025748906554437
2016-01-27 06:00:00,0.8204826447794787
2016-01-27 11:00:00,0.7174604298417506
2016-01-27 16:00:00,0.7644814448250034
2016-01-27 21:00:00,0.9127989599976504
2016-01-28 02:00:00,0.9996625647980871
2016-01-28 07:00:00,0.6953705891733483
2016-01-28 12:00:00,0.6341313062030113
2016-01-28 17:00:00,0.5275449686209357
2016-01-28 22:00:00,0.6847224731562567
2016-01-29 03:00:00,0.5505745051293761
2016-01-29 08:00:00,0.5295254526292243
2016-01-29 13:00:00,0.247221485390701
2016-01-29 18:00:00,0.3299470890800493
2016-01-29 23:00:00,0.27064504773767806
2016-01-30 04:00:00,0.12271775474578694
2016-01-30 09:00:00,0.2856757112910677
2016-01-30 14:00:00,-0.06207942431004207
2016-01-30 19:00:00,0.09493393325614882
2016-01-31 00:00:00,0.033158748602905005
2016-01-31 05:00:00,-0.06423791807461066
